,id,timestamp,full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,state,sub_area,area_m,raion_popul,healthcare_centers_raion,university_top_20_raion,shopping_centers_raion,oil_chemistry_raion,nuclear_reactor_raion,full_all,young_all,work_all,ekder_all,kremlin_km,big_road1_km,railroad_km,zd_vokzaly_avto_km,metro_km_avto,metro_km_walk,radiation_km,price_doc
22079,22082,2014-09-01,37,16.0,6.0,15.0,1.0,2008.0,1.0,9.0,3.0,Mozhajskoe,16861532.79,132349,1,0,9,no,no,142462,20725,82808,28816,13.41557251,0.10323354800000001,1.0657590829999999,11.21137221,3.3695776630000003,3.3695776630000003,1.5429860009999998,6550000
14843,14846,2014-02-11,47,29.0,1.0,12.0,1.0,1980.0,2.0,7.0,2.0,Poselenie Mosrentgen,6497944.995,17236,0,0,0,no,no,2693,2471,11056,3709,17.42934499,0.915737638,5.401774658,19.89012619,3.724522785,3.9456820130000003,2.987818323,5350000
11190,11193,2013-10-12,71,44.0,1.0,17.0,1.0,2003.0,3.0,9.0,3.0,Vostochnoe Izmajlovo,3799999.352,76308,4,0,1,no,no,118945,10530,48790,16988,13.17892282,1.33479288,1.597486755,11.78428713,1.229608461,1.229608461,1.113736949,10800000
14777,14780,2014-02-10,31,18.0,2.0,5.0,2.0,1965.0,1.0,5.0,2.0,Koptevo,4787424.272,96959,4,0,0,no,no,78810,13901,59120,23938,9.898200136,1.643517226,1.008337969,10.07752638,2.023472641,1.9846522130000002,3.738205973,5300000
12498,12501,2013-11-26,30,17.0,1.0,5.0,1.0,1967.0,1.0,5.0,3.0,Kon'kovo,7811375.433999999,153248,3,0,11,no,no,123000,16468,100062,36718,13.13956378,1.8640714040000002,6.013765815,14.46485313,1.24926656,1.24926656,0.82230779,5500000
28134,28137,2015-02-27,83,46.0,8.0,13.0,1.0,2013.0,3.0,11.0,1.0,Novogireevo,4395332.782,94561,2,0,5,no,no,72131,13523,56908,24130,11.38466839,2.349449667,0.161604841,11.87780105,1.485020409,1.485020409,0.591181842,9695000
21819,21822,2014-08-23,75,45.0,7.0,17.0,1.0,1989.0,3.0,10.0,2.0,Novo-Peredelkino,8591335.051,111023,3,0,1,no,no,132349,12244,81271,17508,20.85919928,3.0274148339999996,1.533183485,25.04609454,1.068866356,0.7684072679999999,8.132886595,1000000
28966,28969,2015-04-08,37,18.0,1.0,9.0,1.0,2017.0,1.0,10.0,1.0,Poselenie Vnukovskoe,25536296.81,4001,0,0,1,no,no,17790,574,2566,861,21.72262007,2.148397695,2.34234566,27.421853000000002,3.444624819,3.444624819,8.545592812999999,4847820
27137,27140,2014-12-25,37,19.0,10.0,17.0,1.0,2002.0,1.0,7.0,2.0,Zapadnoe Degunino,7632939.805,78810,0,0,5,no,no,87713,11996,51138,15676,14.73765193,1.879714265,0.604490186,12.07421168,3.2983986069999998,2.992190745,1.9539111,6600000
24429,24432,2014-11-07,64,46.0,3.0,9.0,1.0,1970.0,4.0,6.0,3.0,Pechatniki,18445806.5,83369,0,0,2,no,no,43795,10341,51393,21635,10.6176378,3.987368035,0.167644349,12.2559618,2.570644215,2.570644215,0.500891574,8100000
19206,19209,2014-06-02,64,30.0,16.0,24.0,1.0,2007.0,2.0,11.0,1.0,Kosino-Uhtomskoe,14883622.34,72131,1,0,0,no,no,102828,13954,49242,8935,18.13812605,4.078753519,3.71550504,23.07721459,2.111500997,2.111500997,2.8710274460000003,8100000
27089,27092,2014-12-24,63,33.0,3.0,17.0,4.0,2004.0,2.0,12.0,3.0,Severnoe Butovo,8889466.752,90114,2,0,8,no,no,78616,10562,65270,14282,20.59077964,0.639774415,0.744442706,20.49183574,1.31158676,1.31158676,2.503760465,12000000
21047,21050,2014-07-23,53,30.0,16.0,16.0,1.0,1976.0,2.0,8.0,2.0,Bibirevo,6407578.1,155572,1,0,16,no,no,86206,21154,98207,36211,14.97579679,1.2990742990000002,0.639292514,14.74031563,1.6641931559999998,1.107221507,1.919277097,8100000
13928,13931,2014-01-20,53,32.0,1.0,16.0,1.0,1977.0,2.0,9.0,2.0,Orehovo-Borisovo Severnoe,7462269.562999999,129207,0,0,4,no,no,77878,10079,83861,35267,15.89359556,2.5885052319999997,2.34669309,16.0825176,0.831892277,0.831892277,2.684744254,7300000
19514,19517,2014-06-09,51,16.0,3.0,7.0,2.0,1910.0,1.0,11.0,1.0,Kotlovka,3998216.265,64317,0,0,3,no,no,153248,8284,41476,14557,7.407056689,0.672135435,0.312638166,6.719764623,1.366128719,1.366128719,1.283863606,8176000
19271,19274,2014-06-03,63,43.0,3.0,4.0,2.0,1949.0,3.0,4.0,2.0,Sokol,3496889.653,57107,0,0,3,no,no,57995,6807,36496,13804,8.062326765,0.322056835,1.10783193,5.567291376,1.168048989,0.554798174,3.92557956,16700000
10958,10961,2013-10-03,63,60.0,6.0,17.0,1.0,2015.0,2.0,10.0,1.0,Nekrasovka,11391678.48,19940,0,0,0,no,no,247469,3459,13331,3150,20.54946417,1.905125046,1.2148613240000001,24.06121446,3.7768359589999996,3.7768359589999996,4.317743898,5903808
19764,19767,2014-06-18,33,17.0,4.0,4.0,2.0,1951.0,1.0,8.0,2.0,Perovo,9946335.108,139322,3,0,2,yes,no,36154,13799,91795,33728,10.77565064,0.42561742399999997,2.371203201,10.11501195,1.681061863,1.681061863,0.779541558,5500000
26075,26078,2014-12-09,64,36.0,2.0,13.0,2.0,1986.0,3.0,8.0,2.0,Presnenskoe,11638050.15,123280,2,1,5,no,no,57999,14906,75357,33017,2.88216753,1.6237819669999998,0.8061371190000001,1.788682609,1.000340122,0.982446852,1.000200933,17000000
17966,17969,2014-04-28,61,34.0,13.0,15.0,2.0,1976.0,2.0,7.0,2.0,Koptevo,4787424.272,96959,4,0,0,no,no,78810,13901,59120,23938,9.198096604,2.04306725,0.7440714070000001,10.35079949,2.998193115,2.679614989,3.445077772,10650000
11615,11618,2013-10-28,37,37.0,9.0,9.0,1.0,2013.0,1.0,1.0,3.0,Severnoe Tushino,9249237.174,156377,3,0,5,no,no,53786,22961,93843,39573,15.32993679,1.314803491,1.399305623,14.51386004,1.040221544,1.040221544,2.312847424,7879212
23786,23789,2014-10-21,37,35.0,11.0,16.0,1.0,2014.0,1.0,0.0,1.0,Poselenie Filimonkovskoe,35747947.91,2546,0,0,0,no,no,2942,365,1633,548,28.73814133,4.544916838,6.672811964,38.533870799999995,14.338544899999999,13.31457522,14.20739023,3142073
17892,17895,2014-04-25,38,18.0,4.0,17.0,1.0,2004.0,1.0,7.0,3.0,Beskudnikovskoe,3292112.223,73148,1,0,2,no,no,41504,9308,44449,19391,12.71072659,0.362308375,0.9555253220000001,9.298774058,1.7310180819999998,1.469347855,1.937309529,6500000
24823,24826,2014-11-17,30,17.0,2.0,5.0,1.0,1966.0,1.0,5.0,3.0,Novogireevo,4395332.782,94561,2,0,5,no,no,72131,13523,56908,24130,10.97313401,1.892748518,0.905009635,11.70902807,1.322057319,1.322057319,0.308969221,5450000
21791,21794,2014-08-22,33,17.0,3.0,5.0,2.0,1959.0,1.0,6.0,2.0,Presnenskoe,11638050.15,123280,2,1,5,no,no,57999,14906,75357,33017,4.568993582,0.465099538,0.5071569429999999,4.114602462,1.923156145,1.885018685,1.117087019,7300000
9461,9464,2013-07-26,38,21.0,3.0,12.0,5.0,1968.0,1.0,7.0,2.0,Preobrazhenskoe,5586342.585,83502,3,0,1,no,no,57405,7385,51951,24166,8.481575236,3.85617199,0.526591551,5.773608858999999,1.4471314730000002,0.952727786,1.480457252,6450000
14953,14956,2014-02-13,52,30.0,2.0,12.0,1.0,1978.0,2.0,8.0,2.0,Jaroslavskoe,8338438.453,94236,1,1,3,no,no,81980,14309,58882,21045,14.42199517,0.067632288,0.549140361,10.58563483,5.607705923999999,5.667263656,1.517101325,7600000
15108,15111,2014-02-17,41,26.0,4.0,5.0,1.0,1962.0,2.0,5.0,2.0,Sokolinaja Gora,7905261.321,85956,5,1,8,no,no,85083,9647,55337,20972,7.130074651,0.743293678,0.45956286399999996,6.8899990429999995,1.40196968,1.40196968,1.633605543,6200000
20193,20196,2014-06-26,77,46.0,8.0,16.0,1.0,1975.0,3.0,10.0,4.0,Orehovo-Borisovo Severnoe,7462269.562999999,129207,0,0,4,no,no,77878,10079,83861,35267,15.9300862,2.558770396,2.288011888,16.24246198,0.846606126,0.846606126,2.565480386,11400000
13311,13314,2013-12-21,61,32.0,15.0,17.0,1.0,2008.0,2.0,12.0,3.0,Poselenie Moskovskij,40366999.51,21819,0,0,2,no,no,7341,3128,13996,4695,23.15788003,2.224622068,5.0851768239999995,32.7336141,8.538288198,7.514318517,8.707244313,3965000
29578,29581,2015-05-06,51,21.0,14.0,15.0,4.0,2011.0,1.0,13.0,1.0,Danilovskoe,12495435.25,91100,3,0,11,no,no,102590,12370,54478,24252,4.9356777439999995,0.476745731,0.48683763799999996,6.502596955,1.095307654,0.239387005,3.20750047,4400000
29469,29472,2015-04-29,48,31.0,5.0,12.0,1.0,1969.0,2.0,8.0,3.0,Lefortovo,8993640.418,89971,5,1,7,no,no,142243,10778,58895,20298,5.71127662,0.927264305,0.610079609,4.9788824730000005,1.1491660609999998,1.1491660609999998,1.74885247,8900000
22835,22838,2014-09-24,56,35.0,3.0,8.0,2.0,1959.0,2.0,8.0,2.0,Dorogomilovo,7798452.185,67710,1,0,4,no,no,21040,5739,43413,18558,5.780324275,0.305615512,0.387408285,5.931197991,0.9426933129999999,0.756604767,1.541059595,12800000
27865,27868,2015-02-12,64,45.0,7.0,12.0,1.0,1979.0,3.0,6.0,2.0,Otradnoe,10053051.74,175518,1,0,9,no,no,61396,21400,112133,41985,13.30480651,2.5210236580000003,0.173610355,11.46355297,2.509659541,1.9270524619999998,1.422707858,9400000
20452,20455,2014-06-30,41,20.0,4.0,14.0,1.0,1985.0,1.0,8.0,3.0,Brateevo,7587523.226,102590,0,0,5,no,no,85721,12551,69792,20247,14.96097438,2.63125279,2.613525408,19.6420425,1.703865362,1.703865362,2.098352445,6800000
21141,21144,2014-07-29,34,17.0,7.0,12.0,1.0,1980.0,1.0,6.0,3.0,Severnoe Tushino,9249237.174,156377,3,0,5,no,no,53786,22961,93843,39573,17.35873942,0.625389842,2.08260861,16.674675,2.774476355,2.774476355,4.118523726,6150000
14329,14332,2014-01-30,74,43.0,6.0,17.0,1.0,1993.0,3.0,10.0,2.0,Mitino,12583535.69,178473,1,0,11,no,no,21155,28563,120381,29529,20.434853,3.080831112,3.297101135,18.90233434,1.637571085,1.637571085,7.114252716,10400000
24786,24789,2014-11-15,45,30.0,2.0,5.0,1.0,1961.0,2.0,5.0,2.0,Strogino,16751119.46,155427,1,0,10,no,no,156377,20003,97920,37504,14.41586649,0.9930292159999999,2.919021626,14.12086484,0.5045735720000001,0.37641552899999997,3.3060048139999996,7800000
27676,27679,2015-02-02,75,40.0,16.0,17.0,1.0,1972.0,3.0,7.0,2.0,Ochakovo-Matveevskoe,17526506.21,118843,0,0,6,no,no,111023,16098,78670,24075,10.44686984,2.584841144,0.40998906799999996,11.16587203,4.347274143,4.347274143,1.7062552819999999,13500000
21662,21665,2014-08-19,37,19.0,5.0,16.0,1.0,1984.0,1.0,9.0,2.0,Birjulevo Zapadnoe,8464344.053,85721,0,0,0,no,no,145088,12273,54914,18534,19.19859447,0.524125863,0.263395757,20.05334069,5.956633463999999,6.11612033,2.46144516,4900000
18098,18101,2014-05-05,33,17.0,5.0,12.0,1.0,1976.0,1.0,6.0,2.0,Lianozovo,5646405.14,79576,3,0,3,no,no,68630,10019,51295,18262,15.63365676,1.6781799,0.254907233,14.27517225,2.32139577,2.35272104,1.047080013,5800000
23851,23854,2014-10-22,51,30.0,6.0,17.0,1.0,1993.0,2.0,8.0,2.0,Juzhnoe Tushino,7887684.174,104434,0,0,1,no,no,105663,12906,65729,25799,16.18492046,0.454025804,0.533309841,13.95540122,2.4168060909999998,2.8079052310000003,2.868301765,7700000
12694,12697,2013-12-02,80,45.0,17.0,17.0,1.0,2004.0,3.0,12.0,2.0,Zapadnoe Degunino,7632939.805,78810,0,0,5,no,no,87713,11996,51138,15676,13.87946624,1.185438051,0.613979515,11.14623229,2.3704192109999997,2.0642113490000003,2.892215507,11200000
19316,19319,2014-06-04,64,38.0,12.0,12.0,1.0,1982.0,3.0,8.0,2.0,Tekstil'shhiki,4808269.831,101708,1,0,0,no,no,101982,13028,63388,25292,9.621079777,1.173691055,0.831617176,10.14195281,1.633729275,1.296423287,0.5284334820000001,10750000
12382,12385,2013-11-21,68,44.0,11.0,14.0,5.0,1971.0,3.0,9.0,2.0,Sokolinaja Gora,7905261.321,85956,5,1,8,no,no,85083,9647,55337,20972,6.750894819,2.056199532,0.4069286,4.332632226,0.508060845,0.508060845,0.56088909,13000000
20368,20371,2014-06-30,41,22.0,13.0,14.0,5.0,1978.0,2.0,6.0,3.0,Mozhajskoe,16861532.79,132349,1,0,9,no,no,142462,20725,82808,28816,13.52255463,0.8592864809999999,0.105699815,12.23181517,2.974573655,3.910849968,0.825942445,7000000
13116,13119,2013-12-14,40,17.0,4.0,14.0,1.0,2005.0,1.0,8.0,2.0,Mozhajskoe,16861532.79,132349,1,0,9,no,no,142462,20725,82808,28816,14.09200075,0.507447847,1.461592913,12.80635617,4.9645616310000005,4.9645616310000005,2.388793691,6100000
11966,11969,2013-11-08,37,1.0,2.0,30.0,4.0,2014.0,1.0,1.0,1.0,Severnoe Tushino,9249237.174,156377,3,0,5,no,no,53786,22961,93843,39573,15.32993679,1.314803491,1.399305623,14.51386004,1.040221544,1.040221544,2.312847424,7504715
10773,10776,2013-09-26,72,44.0,8.0,16.0,1.0,1981.0,3.0,10.0,2.0,Jasenevo,24813850.39,174831,1,0,7,no,no,178264,23483,105171,46177,17.68940973,0.275791246,6.12123281,19.48585889,2.875325693,2.863328913,2.100566445,10300000
12556,12559,2013-11-27,33,17.0,2.0,5.0,1.0,1960.0,1.0,8.0,3.0,Vostochnoe Izmajlovo,3799999.352,76308,4,0,1,no,no,118945,10530,48790,16988,12.98272036,1.890724228,1.466925905,11.60562677,1.5387782719999998,1.510834644,2.0003236490000003,5000000
13484,13487,2013-12-27,75,44.0,19.0,25.0,1.0,1991.0,3.0,10.0,3.0,Shhukino,7963518.819,105663,3,0,7,no,yes,166803,14588,64875,26200,11.37354601,2.487675805,0.267927765,9.492382456,0.276384487,0.276384487,1.470559545,990000
11985,11988,2013-11-11,38,20.0,2.0,14.0,1.0,1985.0,1.0,8.0,3.0,Brateevo,7587523.226,102590,0,0,5,no,no,85721,12551,69792,20247,15.06612184,2.588910947,2.9421132360000004,18.83715126,1.101821627,1.101821627,1.765709477,5400000
24694,24697,2014-11-13,42,28.0,1.0,5.0,2.0,1967.0,2.0,5.0,3.0,Golovinskoe,8841267.454,100846,2,0,5,no,yes,94564,10346,63495,27005,12.55912094,0.7130777079999999,1.6535580859999999,11.17100921,0.842401953,0.842401953,3.334078409,3000000
23029,23032,2014-09-29,45,28.0,11.0,12.0,5.0,1968.0,2.0,5.0,2.0,Koptevo,4787424.272,96959,4,0,0,no,no,78810,13901,59120,23938,9.251135566,2.116140866,0.837371585,8.575409035,2.580128004,2.4445122130000003,3.35797661,7650000
9416,9419,2013-07-24,43,40.0,11.0,12.0,1.0,1974.0,1.0,13.0,2.0,Koptevo,4787424.272,96959,4,0,0,no,no,78810,13901,59120,23938,10.01525106,1.518257907,0.873597746,9.924829568,1.870775825,1.8535636640000002,3.85839653,6300000
27096,27099,2014-12-24,53,30.0,12.0,12.0,1.0,1981.0,2.0,8.0,1.0,Severnoe Tushino,9249237.174,156377,3,0,5,no,no,53786,22961,93843,39573,16.56351306,1.487225358,1.514439638,16.269366899999998,1.852795989,1.706418639,3.4531902000000003,8600000
11042,11045,2013-10-07,74,74.0,2.0,1.0,1.0,2013.0,2.0,1.0,1.0,Izmajlovo,15045565.2,102828,6,0,6,no,no,122862,10988,65499,26341,10.48800676,3.669179113,1.056147197,9.119672392,1.9256557630000002,1.786701396,1.9735089080000001,12282502
23884,23887,2014-10-23,16,11.0,4.0,5.0,2.0,1952.0,1.0,1.0,2.0,Vostochnoe Izmajlovo,3799999.352,76308,4,0,1,no,no,118945,10530,48790,16988,12.41783232,2.118470344,0.814901595,10.99745743,0.532905456,0.532905456,1.5203030130000001,2000000
11762,11765,2013-11-01,54,30.0,5.0,12.0,1.0,1975.0,2.0,8.0,2.0,Bibirevo,6407578.1,155572,1,0,16,no,no,86206,21154,98207,36211,15.05797783,1.67082301,1.29754573,13.617531,1.091655169,1.091655169,0.8587084770000001,7300000
27868,27871,2015-02-12,41,26.0,5.0,5.0,2.0,1965.0,2.0,5.0,2.0,Mozhajskoe,16861532.79,132349,1,0,9,no,no,142462,20725,82808,28816,13.1603886,0.284390506,0.733588855,11.32101241,2.8388229689999998,2.8388229689999998,1.05798747,6500000
11164,11167,2013-10-11,41,25.0,4.0,5.0,2.0,1962.0,2.0,5.0,2.0,Mozhajskoe,16861532.79,132349,1,0,9,no,no,142462,20725,82808,28816,13.67157581,0.199556497,1.094901671,11.64151654,3.616561505,3.799722,1.753804745,6100000
13817,13820,2014-01-17,74,44.0,1.0,17.0,1.0,1990.0,3.0,10.0,3.0,Severnoe Butovo,8889466.752,90114,2,0,8,no,no,78616,10562,65270,14282,20.12595367,0.886693721,1.089796748,20.43703279,0.550386405,0.7380682409999999,2.322679167,9718000
27915,27918,2015-02-16,30,18.0,3.0,5.0,2.0,1960.0,1.0,5.0,2.0,Izmajlovo,15045565.2,102828,6,0,6,no,no,122862,10988,65499,26341,11.61859978,3.291369281,1.015583431,10.13328454,1.178667993,1.178667993,1.876757029,1000000
23596,23599,2014-10-15,58,33.0,2.0,14.0,1.0,2003.0,2.0,10.0,2.0,Beskudnikovskoe,3292112.223,73148,1,0,2,no,no,41504,9308,44449,19391,12.7928365,0.7356977840000001,0.704468529,9.103604347000001,1.535848371,1.4339398769999998,1.830578478,10000000
27139,27142,2014-12-25,33,19.0,3.0,9.0,1.0,1967.0,1.0,6.0,3.0,Zapadnoe Degunino,7632939.805,78810,0,0,5,no,no,87713,11996,51138,15676,13.39656537,0.480146354,0.752411464,9.784583887,1.00877081,0.702562947,3.02038539,5650000
29882,29885,2015-05-22,58,41.0,5.0,5.0,2.0,1967.0,3.0,5.0,2.0,Golovinskoe,8841267.454,100846,2,0,5,no,yes,94564,10346,63495,27005,13.35325816,0.183089558,2.231403218,12.31634464,1.9124675219999998,1.753110094,2.931230287,2000000
9849,9852,2013-08-15,40,21.0,11.0,14.0,1.0,1987.0,1.0,8.0,2.0,Nagornoe,5293464.965,77878,3,0,2,no,no,115352,10600,49882,17396,9.888935673999999,0.52180562,0.712866019,10.42695291,0.756284435,0.756284435,1.006702168,1000000
22470,22473,2014-09-12,45,1.0,7.0,1.0,1.0,2015.0,1.0,1.0,1.0,Pokrovskoe Streshnevo,13089795.79,53786,4,0,5,no,no,178473,6931,33149,13706,13.63775104,2.38336989,0.546507683,11.95033253,2.503193979,2.503193979,0.43130879899999996,9942600
16621,16624,2014-03-27,52,30.0,11.0,17.0,1.0,2005.0,2.0,9.0,2.0,Severnoe Izmajlovo,4190070.548,85083,0,0,4,no,no,139322,11746,49742,23595,13.60818954,1.304067574,2.32439965,11.1820905,1.285759114,1.28521056,2.363805478,7000000
16479,16482,2014-03-25,39,23.0,12.0,14.0,5.0,1969.0,2.0,6.0,2.0,Pokrovskoe Streshnevo,13089795.79,53786,4,0,5,no,no,178473,6931,33149,13706,13.24033246,1.525327022,1.278660584,12.07003987,2.9679222519999997,2.89275317,1.107624397,6900000
22841,22844,2014-09-24,46,28.0,3.0,12.0,1.0,1981.0,2.0,6.0,3.0,Ljublino,17881913.61,165727,3,0,4,no,no,89971,23651,107626,34450,12.53050643,3.6639474460000003,2.197365275,14.49973215,1.007366081,1.007366081,0.20293863399999998,7570000
21986,21989,2014-08-28,54,30.0,5.0,12.0,1.0,1983.0,2.0,8.0,3.0,Otradnoe,10053051.74,175518,1,0,9,no,no,61396,21400,112133,41985,11.64451235,2.029623917,0.698655829,9.893152781,1.0998155920000001,1.0191311440000002,1.174110319,9200000
17183,17186,2014-04-09,96,90.0,19.0,1.0,2.0,2015.0,4.0,1.0,1.0,Mitino,12583535.69,178473,1,0,11,no,no,21155,28563,120381,29529,18.6506511,1.622899679,1.5890579169999999,16.37379481,0.321909206,0.321909206,5.396351062999999,13040489
26060,26063,2014-12-09,69,33.0,12.0,16.0,4.0,2013.0,2.0,12.0,2.0,Juzhnoe Tushino,7887684.174,104434,0,0,1,no,no,105663,12906,65729,25799,16.1663023,1.61013364,0.87169072,15.76010203,1.3963727380000002,1.391628446,2.894772091,16499110
16888,16891,2014-04-02,53,32.0,7.0,17.0,1.0,1994.0,2.0,53.0,3.0,Donskoe,5686537.395,48439,0,0,3,no,no,91100,7033,28737,12669,5.68317097,0.069561159,0.217160629,6.243637082999999,1.148221476,1.148221476,0.6175020379999999,9000000
21204,21207,2014-07-31,69,69.0,6.0,17.0,1.0,2014.0,2.0,1.0,1.0,Presnenskoe,11638050.15,123280,2,1,5,no,no,57999,14906,75357,33017,4.265688358999999,0.768375363,0.809688922,3.6446365160000003,1.455347933,1.415052739,0.8462045290000001,19972880
22091,22094,2014-09-01,64,44.0,17.0,17.0,1.0,2015.0,2.0,9.0,1.0,Poselenie Moskovskij,40366999.51,21819,0,0,2,no,no,7341,3128,13996,4695,23.37369741,0.47862310799999996,3.673876085,30.92768742,6.732361525,5.700245301,9.301083997000001,5929795
19176,19179,2014-05-31,54,30.0,5.0,5.0,2.0,1958.0,2.0,7.0,4.0,Ajeroport,4662813.069,73007,0,1,3,no,no,1100773,9151,44166,19690,7.683949867000001,0.713624296,0.603396095,4.931657373999999,2.008051175,1.10018225,4.5913246469999995,11830000
24535,24538,2014-11-11,55,33.0,8.0,8.0,2.0,1957.0,2.0,7.0,2.0,Shhukino,7963518.819,105663,3,0,7,no,yes,166803,14588,64875,26200,10.33499875,2.071307088,1.097580241,9.231659217,0.976894824,0.976894824,1.498978815,4000000
15617,15620,2014-03-03,53,30.0,9.0,16.0,1.0,1978.0,2.0,8.0,3.0,Ljublino,17881913.61,165727,3,0,4,no,no,89971,23651,107626,34450,11.72137561,2.598037854,1.975028183,13.05317965,0.6155202160000001,0.6155202160000001,1.05159509,8500000
11329,11332,2013-10-17,80,52.0,2.0,24.0,4.0,2009.0,2.0,11.0,2.0,Horoshevo-Mnevniki,18036436.51,166803,2,0,3,no,no,155427,24814,100601,41388,10.04378603,0.842289915,2.503106678,9.442454181,2.63987146,2.613074947,0.6880208440000001,3000000
23663,23666,2014-10-17,56,36.0,2.0,9.0,2.0,1957.0,2.0,8.0,3.0,Lomonosovskoe,3326418.7410000004,83844,1,0,1,no,no,64317,10333,49242,24269,9.613532062,0.050652956,4.076387657,10.99181102,1.8489142969999999,1.8489142969999999,1.273549057,12100000
9592,9595,2013-08-02,41,26.0,2.0,5.0,1.0,1964.0,2.0,5.0,2.0,Juzhnoe Tushino,7887684.174,104434,0,0,1,no,no,105663,12906,65729,25799,15.69068796,1.60542669,0.282362713,14.97814655,2.029239795,2.002957576,2.340856712,2000000
22172,22175,2014-09-03,45,30.0,5.0,5.0,1.0,1965.0,2.0,6.0,2.0,Perovo,9946335.108,139322,3,0,2,yes,no,36154,13799,91795,33728,8.992148434,1.6444769540000002,0.78436494,9.122631147,1.4461742290000001,1.4461742290000001,1.913891044,6100000
14721,14724,2014-02-07,39,23.0,9.0,12.0,5.0,1967.0,2.0,6.0,3.0,Novogireevo,4395332.782,94561,2,0,5,no,no,72131,13523,56908,24130,11.60171714,2.0080929,0.815402958,12.01696393,0.669075161,0.669075161,0.814427983,6950000
26818,26821,2014-12-18,15,11.0,4.0,5.0,2.0,1952.0,1.0,1.0,2.0,Vostochnoe Izmajlovo,3799999.352,76308,4,0,1,no,no,118945,10530,48790,16988,12.41783232,2.118470344,0.814901595,10.99745743,0.532905456,0.532905456,1.5203030130000001,2000000
19868,19871,2014-06-20,39,19.0,13.0,17.0,1.0,1987.0,1.0,8.0,2.0,Chertanovo Severnoe,6206098.885,111874,0,0,11,no,no,125354,13326,73503,25045,13.54283834,0.240305952,0.9745324809999999,12.97116476,0.902038825,0.902038825,1.87976097,7400000
20075,20078,2014-06-24,37,19.0,2.0,14.0,1.0,1970.0,1.0,9.0,2.0,Rjazanskij,6377883.078,101982,0,0,0,no,no,83369,12842,62215,26925,11.13174226,1.068736665,1.263792868,12.72996822,0.863382984,0.863382984,0.864873936,6500000
